City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Cheney,US,47.4874,-117.5758,41.0,87,90,10.36,light rain
348,Ongandjera,NA,-17.8833,15.0667,84.16,39,100,8.25,overcast clouds
349,Dikson,RU,73.5069,80.5464,-29.09,78,29,7.85,scattered clouds
350,Banjar,ID,-8.19,114.9675,80.6,89,40,6.91,moderate rain
351,Krasnogvardeyskoye,RU,45.8456,41.5186,47.03,82,99,13.91,moderate rain
352,Hambantota,LK,6.1241,81.1185,75.2,100,20,8.05,heavy intensity rain
353,Opuwo,NA,-18.0607,13.84,85.08,29,94,16.98,overcast clouds
354,Matagami,CA,49.7502,-77.6328,-5.8,84,90,5.75,overcast clouds
355,Vestmannaeyjar,IS,63.4427,-20.2734,33.8,69,75,19.57,broken clouds
356,Cedar City,US,37.6775,-113.0619,19.4,73,1,2.33,clear sky
357,Erzin,TR,36.9559,36.2,55.0,78,12,6.76,few clouds
358,Pyrzyce,PL,53.1462,14.8926,30.0,63,60,8.01,broken clouds
359,Kieta,PG,-6.2167,155.6333,81.16,81,100,11.63,overcast clouds
360,Luderitz,NA,-26.6481,15.1594,70.59,62,0,25.23,clear sky
361,Saint-Francois,FR,46.4154,3.9054,50.0,87,75,4.61,broken clouds
362,Aksarka,RU,66.5606,67.7975,-12.23,89,98,8.12,overcast clouds
363,Komsomolskiy,UZ,40.4272,71.7189,42.8,49,100,4.61,mist
364,College,US,64.8569,-147.8028,-5.8,77,90,0.36,light snow
365,Salalah,OM,17.0151,54.0924,75.2,60,0,5.75,clear sky
366,Ambikapur,IN,23.1167,83.2,52.03,40,0,4.14,clear sky
367,Kudahuvadhoo,MV,2.6708,72.8944,81.99,78,9,12.3,clear sky
368,Sisimiut,GL,66.9395,-53.6735,5.49,84,43,7.23,scattered clouds
369,Atasu,KZ,48.6814,71.6433,14.92,88,3,3.13,clear sky
370,Sarangani,PH,5.4033,125.4636,81.55,78,95,17.85,overcast clouds
371,Tornio,FI,65.8481,24.1466,14.0,85,90,8.05,light snow
372,Lichinga,MZ,-13.3128,35.2406,71.6,78,75,6.91,light rain
373,Goma,CD,-1.6792,29.2228,75.2,64,75,9.22,light rain
374,Fare,PF,-16.7,-151.0167,80.96,73,87,9.33,overcast clouds
375,Kirakira,SB,-10.4544,161.9205,78.3,83,100,5.5,overcast clouds
376,Codrington,AU,-38.2667,141.9667,52.05,87,0,6.67,clear sky
377,Araouane,ML,18.9048,-3.5265,85.14,11,22,11.23,few clouds
378,Grand Gaube,MU,-20.0064,57.6608,82.0,73,43,10.0,scattered clouds
379,Egvekinot,RU,66.3167,-179.1667,-14.91,89,100,18.03,overcast clouds
380,Benghazi,LY,32.1167,20.0667,66.83,52,0,14.72,clear sky
381,Tiarei,PF,-17.5333,-149.3333,75.2,73,40,3.44,scattered clouds
382,Guaruja,BR,-23.9931,-46.2564,91.4,55,0,8.05,light rain
383,Kloulklubed,PW,7.0419,134.2556,80.6,78,75,8.05,broken clouds
384,Bah,IN,26.87,78.5975,56.71,37,0,4.36,clear sky
385,Normandin,CA,48.8333,-72.5321,-2.2,71,0,8.05,clear sky
386,Tuatapere,NZ,-46.1333,167.6833,53.22,82,100,4.18,overcast clouds
387,Dubti,ET,11.7361,41.0853,81.86,29,0,4.29,clear sky
388,Atambua,ID,-9.1061,124.8925,73.99,90,100,4.32,light rain
389,Puksoozero,RU,62.5903,40.6066,15.66,97,100,4.45,overcast clouds
390,Asekeyevo,RU,53.5742,52.7972,24.17,94,75,12.91,snow
391,Vieux-Habitants,GP,16.0589,-61.7659,82.4,65,40,14.97,scattered clouds
392,Maposeni,TZ,-10.5833,35.4,71.33,91,100,3.65,light rain
393,Kropotkin,RU,45.4375,40.5756,46.62,82,99,15.17,light rain
394,Krasnoufimsk,RU,56.6059,57.7669,19.54,97,91,5.57,overcast clouds
395,Toora-Khem,RU,52.4675,96.11,-19.1,84,19,1.5,few clouds
396,Meiganga,CM,6.5167,14.3,90.32,15,44,7.36,scattered clouds
397,Grimstad,NO,58.3405,8.5934,34.0,64,0,1.14,clear sky
398,Omsukchan,RU,62.5333,155.8,-36.71,78,100,6.73,overcast clouds
399,Banda Aceh,ID,5.5577,95.3222,78.1,82,100,13.47,overcast clouds
400,Ensley,US,30.5188,-87.2728,68.0,88,90,11.5,overcast clouds
401,Nouakchott,MR,18.0858,-15.9785,91.4,8,95,17.27,overcast clouds
402,Abu Samrah,SY,35.3029,37.1841,52.9,76,7,3.24,clear sky
403,Milkovo,RU,54.7167,158.6167,7.14,94,100,3.27,light snow
404,Praya,CV,14.9215,-23.5087,84.2,42,0,17.27,clear sky
405,Port Macquarie,AU,-31.4333,152.9167,69.01,99,78,4.32,broken clouds
406,Bo Rai,TH,12.5728,102.5371,72.68,69,21,0.34,few clouds
407,Te Karaka,NZ,-38.4654,177.8679,53.94,79,97,0.85,overcast clouds
408,Viedma,AR,-40.8135,-62.9967,75.0,44,4,6.2,clear sky
409,Los Reyes,MX,19.35,-98.9667,55.4,47,1,5.53,clear sky
410,Chapais,CA,49.7834,-74.8492,-5.8,77,90,3.44,overcast clouds
411,Cap Malheureux,MU,-19.9842,57.6142,82.0,73,31,10.0,scattered clouds
412,Ostrovnoy,RU,68.0531,39.5131,12.65,94,93,7.23,overcast clouds
413,Kavaratti,IN,10.5669,72.642,81.82,75,0,9.75,clear sky
414,Taoudenni,ML,22.6783,-3.9836,86.67,12,0,5.64,clear sky
415,Jiangyou,CN,31.7667,104.7167,47.82,57,78,1.83,broken clouds
416,Aquiraz,BR,-3.9014,-38.3911,86.0,66,20,18.41,few clouds
417,Ambilobe,MG,-13.2,49.05,77.49,89,94,1.92,moderate rain
418,Concepcion,CL,-36.827,-73.0498,68.0,73,0,4.61,clear sky
419,Tiksi,RU,71.6872,128.8694,-26.55,86,100,6.24,overcast clouds
420,Chernoyerkovskaya,RU,45.4331,37.7686,48.2,81,75,8.95,broken clouds
421,Norman Wells,CA,65.282,-126.8329,-20.2,76,75,2.3,broken clouds
422,Labuhan,ID,-6.8844,112.2051,79.16,85,100,11.68,light rain
423,Depalpur,IN,22.85,75.55,60.8,39,0,4.61,haze
424,Oranjemund,NA,-28.55,16.4333,68.47,73,1,15.5,clear sky
425,Kavieng,PG,-2.5744,150.7967,83.23,80,98,11.86,overcast clouds
426,Plettenberg Bay,ZA,-34.0527,23.3716,73.06,67,0,7.54,clear sky
427,Koumac,NC,-20.5667,164.2833,75.81,78,96,3.56,overcast clouds
428,Zabaykalsk,RU,49.6333,117.3167,-23.57,83,6,7.74,clear sky
429,Sao Gotardo,BR,-19.3111,-46.0489,78.33,68,100,4.41,overcast clouds
430,Susanville,US,40.4163,-120.653,21.2,93,75,2.39,broken clouds
431,Laramie,US,41.3114,-105.5911,23.0,79,1,6.91,clear sky
432,Havre-Saint-Pierre,CA,50.2334,-63.5986,26.6,59,90,11.5,overcast clouds
433,Upata,VE,8.0086,-62.3989,75.99,97,81,1.99,broken clouds
434,Galbshtadt,RU,53.2264,78.9845,0.7,90,60,9.66,broken clouds
435,Galveston,US,29.3669,-94.9669,62.6,48,1,14.97,clear sky
436,Hualmay,PE,-11.0964,-77.6139,76.32,66,46,11.97,scattered clouds
437,Mollendo,PE,-17.0231,-72.0147,73.65,64,43,9.84,scattered clouds
438,Tayoltita,MX,24.0833,-105.9333,73.89,23,4,3.76,clear sky
439,Trelew,AR,-43.249,-65.3051,82.18,20,27,15.79,scattered clouds
440,Muhos,FI,64.808,25.9931,16.0,85,90,4.61,light snow
441,Palana,RU,59.1167,159.9667,-4.05,93,86,15.12,overcast clouds
442,Bonthe,SL,7.5264,-12.505,86.88,56,64,12.64,broken clouds
443,Camana,PE,-16.6228,-72.7111,75.02,62,49,11.12,scattered clouds
444,Ozernovskiy,RU,51.5,156.5167,6.01,94,100,11.72,light snow
445,Morgan City,US,29.6994,-91.2068,70.0,88,20,14.97,few clouds
446,Kenmare,IE,51.8833,-9.5833,50.99,90,97,2.95,moderate rain
447,Iracoubo,GF,5.4802,-53.2011,81.25,72,23,14.12,few clouds
448,Imbituba,BR,-28.24,-48.6703,87.8,58,0,13.8,clear sky
449,Tura,IN,25.5198,90.2201,54.07,42,0,2.35,clear sky
450,Coihaique,CL,-45.5752,-72.0662,64.4,48,0,6.91,clear sky
451,Orativ,UA,49.1889,29.527,28.4,80,90,3.18,overcast clouds
452,Fairview,US,40.8126,-73.999,23.0,58,20,8.05,few clouds
453,Atherton,GB,53.5237,-2.4935,39.99,51,100,8.01,overcast clouds
454,Pinheiro Machado,BR,-31.5783,-53.3811,78.84,70,100,4.54,light rain
455,Santa Lucia,ES,27.9117,-15.5407,71.6,60,20,32.21,few clouds
456,Itupiranga,BR,-5.1347,-49.3267,86.0,74,75,4.61,broken clouds
457,Khorramshahr,IR,30.4397,48.1664,62.6,42,0,4.61,clear sky
458,Saurimo,AO,-9.6608,20.3916,74.62,81,69,3.8,light rain
459,Kargasok,RU,59.0556,80.8572,-12.39,87,100,11.61,overcast clouds
460,Warmbad,NA,-28.45,18.7333,93.06,10,0,20.45,clear sky
461,Lamar,US,33.6668,-95.5836,44.01,70,90,20.71,overcast clouds
462,Kruisfontein,ZA,-34.0033,24.7314,78.01,61,0,5.01,clear sky
463,Punta Alta,AR,-38.8759,-62.0736,70.16,41,92,14.88,overcast clouds
464,Barreiras,BR,-12.1528,-44.99,96.91,30,50,3.83,scattered clouds
465,Kichera,RU,55.9375,110.0997,-20.85,74,80,4.94,broken clouds
466,Catia La Mar,VE,10.6038,-67.0303,78.8,78,90,10.98,light intensity drizzle
467,Nhamunda,BR,-2.1861,-56.7131,90.95,49,17,7.25,few clouds
468,Boralday,KZ,43.3578,76.8594,28.4,69,75,4.47,mist
469,Chara,RU,56.9064,118.2631,-29.85,78,100,2.48,overcast clouds
470,Camacha,PT,33.0833,-16.3333,64.4,77,20,10.36,few clouds
471,Sur,OM,22.5667,59.5289,69.37,57,0,5.35,clear sky
472,Xai-Xai,MZ,-25.0519,33.6442,82.11,75,70,12.03,broken clouds
473,Malakal,SS,9.5334,31.6605,89.65,15,0,5.79,clear sky
474,Guiyang,CN,26.5833,106.7167,41.0,100,90,6.71,mist
475,Ouegoa,NC,-20.35,164.4333,76.69,78,95,14.05,overcast clouds
476,Waddan,LY,29.1614,16.139,75.33,18,0,12.84,clear sky
477,Buturlinovka,RU,50.8239,40.6092,25.41,96,89,11.16,overcast clouds
478,Srednekolymsk,RU,67.45,153.6833,-30.19,84,100,7.78,overcast clouds
479,Akyab,MM,20.15,92.9,70.74,37,90,14.74,overcast clouds
480,Beringovskiy,RU,63.05,179.3167,9.9,95,100,24.7,snow
481,Praia Da Vitoria,PT,38.7333,-27.0667,68.0,83,40,23.98,scattered clouds
482,Kashi,CN,39.4547,75.9797,28.4,50,87,4.47,overcast clouds
483,Hannibal,US,39.7084,-91.3585,33.8,93,90,13.8,light snow
484,Karratha,AU,-20.7377,116.8463,86.99,59,91,11.5,overcast clouds
485,Sinjar,IQ,36.3209,41.8754,43.43,87,100,17.05,overcast clouds
486,Tynda,RU,55.1667,124.7167,-38.16,78,92,3.49,overcast clouds
487,Jaque,PA,7.5175,-78.1703,83.52,65,47,4.18,scattered clouds
488,Vanimo,PG,-2.6741,141.3028,78.4,86,100,8.75,heavy intensity rain
489,Jumla,NP,29.2747,82.1838,33.31,76,0,2.95,clear sky
490,Inhambane,MZ,-23.865,35.3833,87.8,66,20,11.5,few clouds
491,Solvychegodsk,RU,61.3305,46.9156,25.7,98,100,8.08,snow
492,Thap Than,TH,15.4606,99.8917,77.0,73,2,1.03,clear sky
493,Haapsalu,EE,58.9431,23.5414,27.0,86,75,3.44,light snow
494,Yerbogachen,RU,61.2767,108.0108,-33.32,79,35,5.26,scattered clouds
495,Sikonge,TZ,-5.6333,32.7667,70.97,86,97,4.79,light rain
496,Majene,ID,-3.5403,118.9707,78.24,73,100,6.46,overcast clouds
497,Faya,SA,18.3851,42.4509,64.4,59,0,10.36,clear sky
498,Agadir,MA,30.4202,-9.5982,69.8,64,0,11.5,clear sky
499,Bessemer,US,33.4018,-86.9544,64.0,100,75,6.91,broken clouds
500,Vaitape,PF,-16.5167,-151.75,80.87,75,100,10.69,overcast clouds
501,Dandong,CN,40.1292,124.3947,35.53,95,97,8.37,overcast clouds
502,Korla,CN,41.7597,86.1469,23.76,81,43,1.52,scattered clouds
503,Baneh,IR,35.9975,45.8853,30.56,97,100,5.59,overcast clouds
504,Boa Esperanca,BR,-21.09,-45.5658,81.91,63,100,3.91,overcast clouds
505,Areka,ET,7.0667,37.7,71.53,22,27,5.95,scattered clouds
506,Poronaysk,RU,49.2167,143.1167,-9.72,86,0,5.23,clear sky
507,Leningradskiy,RU,69.3833,178.4167,-24.2,84,55,7.56,broken clouds
508,Ipixuna,BR,-1.7625,-48.8043,89.6,55,75,16.11,broken clouds
509,Acworth,US,34.0659,-84.6769,42.8,93,90,6.91,overcast clouds
510,Yar-Sale,RU,66.8333,70.8333,-7.13,91,100,8.37,overcast clouds
511,Azuaga,ES,38.2667,-5.6833,54.0,89,100,5.99,overcast clouds
512,Pouebo,NC,-20.4,164.5667,75.52,80,95,14.34,overcast clouds
513,Changji,CN,44.0167,87.3167,-0.4,92,40,2.24,mist
514,Ambon,ID,-3.6954,128.1814,77.0,88,40,4.61,scattered clouds
515,Mount Isa,AU,-20.7333,139.5,84.2,42,100,11.07,overcast clouds
516,Corinth,GR,37.9407,22.9573,62.01,82,75,11.5,broken clouds
517,Port Lincoln,AU,-34.7333,135.8667,62.69,80,89,9.75,overcast clouds
518,Adrar,MR,20.5022,-10.0711,84.54,13,33,8.37,scattered clouds
519,Kipushi,CD,-11.7667,27.2333,69.76,93,100,4.83,moderate rain
520,Eureka,US,40.8021,-124.1637,53.6,71,90,17.27,overcast clouds
521,Jijiga,ET,9.35,42.8,66.92,31,0,16.02,clear sky
522,Ormara,PK,25.2088,64.6357,71.64,74,0,15.48,clear sky
523,Port Hawkesbury,CA,45.6169,-61.3485,37.0,86,90,10.36,light rain
524,Enkoping,SE,59.6361,17.0777,18.0,79,90,5.75,overcast clouds
525,Shepsi,RU,44.0361,39.1489,48.79,85,100,17.98,overcast clouds
526,Rio Gallegos,AR,-51.6226,-69.2181,68.0,30,0,16.11,clear sky
527,Ravar,IR,31.2656,56.8055,53.6,41,0,1.01,clear sky
528,Zaria,NG,11.1113,7.7227,91.53,11,33,6.38,scattered clouds
529,Kurumoch,RU,53.4896,50.0375,28.4,93,90,17.9,light snow
530,Meadow Lake,US,34.8014,-106.5436,30.99,69,1,5.75,clear sky
531,Hobyo,SO,5.3505,48.5268,76.71,71,63,16.31,broken clouds
532,Cotonou,BJ,6.3654,2.4183,89.6,70,40,14.97,scattered clouds
533,Nuuk,GL,64.1835,-51.7216,17.6,79,0,13.8,clear sky
534,Bukama,CD,-9.2,25.85,77.25,88,100,2.64,moderate rain
535,Iralaya,HN,15.0,-83.2333,84.2,68,40,9.98,scattered clouds
536,Kapit,MY,2.0167,112.9333,74.86,93,100,1.45,moderate rain
537,Kwinana,AU,-32.25,115.7667,80.01,41,0,18.41,clear sky
538,Severo-Yeniseyskiy,RU,60.3725,93.0408,-29.2,84,83,2.26,broken clouds
539,Morondava,MG,-20.2833,44.2833,84.15,68,54,7.81,broken clouds
540,Acapulco,MX,16.8634,-99.8901,78.8,78,20,3.44,few clouds
541,Rundu,NA,-17.9333,19.7667,75.38,77,99,5.41,light rain
542,Kamenka,RU,51.3223,42.7678,35.01,90,100,18.32,light snow
543,Coquimbo,CL,-29.9533,-71.3436,66.2,82,40,13.8,scattered clouds
544,Tommot,RU,58.9564,126.2925,-42.29,76,84,3.31,broken clouds
545,Serov,RU,59.6033,60.5787,10.27,97,99,5.28,overcast clouds
546,Ust-Ishim,RU,57.6935,71.1665,7.29,95,86,3.56,overcast clouds
547,Orsha,BY,54.5153,30.4053,24.8,86,90,15.66,snow
548,Qaqortoq,GL,60.7167,-46.0333,39.2,30,75,26.46,broken clouds
549,Stornoway,GB,58.2093,-6.3865,37.4,65,20,5.75,few clouds
550,Yurga,RU,55.7231,84.8861,-13.56,84,76,5.82,broken clouds
551,Poltavka,RU,54.3663,71.7632,8.94,95,100,7.11,overcast clouds
552,Huanta,PE,-12.9333,-74.25,62.6,55,40,3.44,scattered clouds
553,Kapuskasing,CA,49.4169,-82.4331,-7.6,77,30,3.44,scattered clouds
554,Northam,GB,51.0333,-4.2167,42.01,93,100,5.99,overcast clouds
555,Skotterud,NO,59.9828,12.1283,15.01,85,0,2.3,clear sky
556,Tambacounda,SN,13.7539,-13.7586,98.6,12,0,11.5,clear sky
557,Lardos,GR,36.0942,28.0157,62.6,63,20,5.75,few clouds
558,Maningrida,AU,-12.0667,134.2667,77.97,87,98,11.86,overcast clouds
559,Karpathos,GR,35.507,27.2132,60.8,82,40,11.5,scattered clouds
560,Narsaq,GL,60.9167,-46.05,39.2,30,75,26.46,broken clouds
561,Clyde River,CA,70.4692,-68.5914,3.2,78,90,11.5,overcast clouds
562,Bargur,IN,12.5424,78.3539,70.11,61,1,6.2,clear sky
563,Fomboni,KM,-12.28,43.7425,83.77,75,77,10.09,broken clouds
564,Micheweni,TZ,-4.9667,39.8333,79.88,74,56,15.05,broken clouds
565,Blagoveshchenka,RU,52.8333,79.8667,0.23,91,52,8.16,broken clouds
566,Nongstoin,IN,25.5167,91.2667,44.71,71,1,4.23,clear sky
567,Jhinjhak,IN,26.5667,79.7333,55.74,39,0,2.39,clear sky
568,Sao Joao Da Barra,BR,-21.6403,-41.0511,89.6,45,0,16.11,clear sky
569,Cortez,US,37.3489,-108.5859,21.0,85,1,5.75,clear sky
570,Westport,US,41.1415,-73.3579,21.99,53,1,3.44,clear sky
571,Tallahassee,US,30.4383,-84.2807,62.01,95,94,12.5,light rain
572,Brae,GB,60.3964,-1.353,33.8,93,40,9.22,scattered clouds
573,Sinazongwe,ZM,-17.2614,27.4618,81.84,78,100,7.63,light rain
574,Taungdwingyi,MM,20.0167,95.55,68.11,41,34,3.76,scattered clouds
575,Souris,CA,49.6172,-100.2612,17.6,86,90,8.05,overcast clouds
576,Seymchan,RU,62.8833,152.4333,-27.98,82,100,7.58,overcast clouds
577,Kabanjahe,ID,3.1001,98.4908,77.0,100,40,2.3,haze
578,Dauphin,CA,51.1494,-100.0502,17.6,93,90,4.61,light snow
579,Verkhnevilyuysk,RU,63.4453,120.3167,-50.67,75,36,4.0,scattered clouds
580,West Point,US,33.6076,-88.6503,62.6,94,20,6.91,few clouds
581,Samarai,PG,-10.6167,150.6667,82.33,74,85,14.65,overcast clouds
582,Charkhari,IN,25.4,79.75,56.3,38,0,5.53,clear sky
583,Sao Fidelis,BR,-21.6461,-41.7469,89.6,45,0,16.11,clear sky
584,Segezha,RU,63.7415,34.3222,9.97,96,64,2.82,broken clouds
585,Anadyr,RU,64.75,177.4833,6.8,78,90,26.84,heavy snow
586,Port-Gentil,GA,-0.7193,8.7815,86.0,74,40,8.05,scattered clouds
587,Houston,US,29.7633,-95.3633,57.99,47,1,11.5,clear sky
588,Arman,RU,59.7,150.1667,-14.44,76,99,14.12,overcast clouds
589,Kapoeta,SS,4.7717,33.5903,90.05,16,76,13.73,broken clouds
590,Cabra,ES,37.4725,-4.4421,60.8,72,90,10.36,overcast clouds
591,Carauari,BR,-4.8828,-66.8958,89.87,55,83,4.34,broken clouds
592,Ryotsu,JP,38.0833,138.4333,33.64,87,0,5.86,clear sky
593,Santa Maria,BR,-29.6842,-53.8069,75.2,83,90,4.61,overcast clouds
594,Southbridge,US,42.0751,-72.0334,12.2,48,1,3.42,clear sky
595,Gat,IL,31.61,34.7642,63.0,54,0,1.99,clear sky
596,La Ronge,CA,55.1001,-105.2842,12.2,92,43,3.44,scattered clouds
597,Moindou,NC,-21.6924,165.677,69.8,88,40,1.14,scattered clouds
598,Wanlaweyn,SO,2.6185,44.8938,79.12,57,4,21.79,clear sky
599,Nioki,CD,-2.7167,17.6833,86.43,58,39,0.89,scattered clouds
600,Port Pirie,AU,-33.1833,138.0167,69.8,78,100,11.5,overcast clouds
601,Felipe Carrillo Puerto,MX,19.5833,-88.05,80.58,64,99,3.96,overcast clouds
602,Mana,GF,5.6592,-53.7767,80.94,72,59,13.15,broken clouds
603,Amahai,ID,-3.3333,128.9167,79.21,78,100,4.68,overcast clouds
604,Niquero,CU,20.0431,-77.5828,78.8,58,28,5.37,scattered clouds
605,Salamiyah,SY,35.0113,37.0532,52.83,79,0,5.88,clear sky
606,Bitkine,TD,11.9801,18.2138,94.08,12,0,3.91,clear sky
607,Kingaroy,AU,-26.5333,151.8333,68.0,88,75,4.61,broken clouds
608,Zheleznodorozhnyy,RU,55.7503,38.0042,26.6,86,75,8.95,light snow
609,Belle Glade,US,26.6845,-80.6676,75.0,75,62,4.0,broken clouds
610,Nouadhibou,MR,20.931,-17.0347,75.2,57,0,14.97,clear sky
611,Garmsar,IR,35.2182,52.3409,50.27,43,86,9.13,overcast clouds
612,Tshela,CD,-4.9833,12.9333,85.24,66,99,3.94,overcast clouds
613,Mizan Teferi,ET,6.9833,35.5833,71.22,52,56,0.36,broken clouds
614,Goya,AR,-29.14,-59.2626,83.34,50,58,6.82,broken clouds
615,Ahuimanu,US,21.4447,-157.8378,71.6,83,90,16.11,heavy intensity rain
616,Suraabad,AZ,40.8192,49.4687,42.8,87,0,9.22,clear sky
617,Tiquicheo,MX,18.8833,-100.7333,88.66,28,0,1.61,clear sky
618,San Quintin,MX,30.4833,-115.95,58.05,65,95,0.92,overcast clouds
619,Carlsbad,US,33.1581,-117.3506,48.2,87,1,5.03,clear sky
620,Port Shepstone,ZA,-30.7414,30.455,78.51,88,46,11.65,light rain
621,Wamba,NG,8.9333,8.6,97.77,9,10,4.09,clear sky
622,Teguise,ES,29.0605,-13.564,71.6,56,20,32.21,few clouds
623,Aklavik,CA,68.2191,-135.0107,-18.4,76,90,3.44,light snow
624,Maralal,KE,1.0968,36.698,64.08,44,87,12.08,overcast clouds
625,Kurilsk,RU,45.2333,147.8833,18.9,91,100,24.49,light snow
626,Burnie,AU,-41.0667,145.9167,59.61,85,47,5.5,scattered clouds
627,Tokmak,UA,47.2514,35.7058,38.41,73,85,4.9,overcast clouds
628,Gualeguay,AR,-33.1416,-59.3097,69.69,67,95,17.13,overcast clouds
629,Surat,IN,21.1667,72.8333,73.4,56,0,6.91,smoke
630,Kajaani,FI,64.2273,27.7285,17.6,93,90,1.14,light snow
631,Westerland,DE,54.9079,8.3033,37.4,81,20,4.61,few clouds
632,Comines,FR,50.7615,3.0106,37.0,91,100,5.99,overcast clouds
633,Hojai,IN,26.0,92.8667,60.89,58,0,2.71,clear sky
634,Kostomuksha,RU,64.571,30.5767,12.07,97,100,3.74,overcast clouds
635,Mnogovershinnyy,RU,53.9353,139.9242,-21.03,84,1,7.07,clear sky
636,Tezu,IN,27.9167,96.1667,59.23,42,14,4.07,few clouds
637,Spornoye,RU,50.8448,37.2913,28.4,74,75,11.18,light snow
638,Saint Andrews,US,34.0454,-81.1293,50.0,93,90,3.44,light rain
639,Saint-Leu,RE,-21.15,55.2833,82.4,65,20,25.32,few clouds
640,Reading,GB,51.4562,-0.9711,37.99,81,90,9.22,moderate rain
641,Puerto Carreno,CO,6.189,-67.4859,91.89,46,84,13.98,broken clouds
642,Binga,ZW,-17.6203,27.3414,80.11,80,89,5.44,light rain
643,Gigmoto,PH,13.7796,124.39,76.39,82,99,15.23,overcast clouds
644,Tabuk,PH,17.4189,121.4443,65.39,88,92,3.02,overcast clouds
645,Klamath Falls,US,42.2249,-121.7817,35.6,69,75,17.27,broken clouds
646,Pemba,MZ,-12.974,40.5178,82.4,83,75,17.27,moderate rain
647,Lazaro Cardenas,MX,17.9583,-102.2,82.67,60,4,1.66,clear sky
648,Baijiantan,CN,45.6333,85.1833,8.26,92,50,1.23,scattered clouds
649,Arcata,US,40.8665,-124.0828,53.6,71,90,17.27,overcast clouds
650,Porto Belo,BR,-27.1578,-48.5531,91.0,55,0,12.66,clear sky
651,Namanga,KE,-2.5433,36.7905,72.99,49,56,12.19,broken clouds
652,Mitsamiouli,KM,-11.3847,43.2844,82.8,73,27,9.06,scattered clouds
653,Boromo,BF,11.75,-2.9333,98.1,8,0,8.66,clear sky
654,Flin Flon,CA,54.7682,-101.865,14.0,85,90,3.44,light snow
655,Svetlaya,RU,46.5389,138.3297,-1.88,82,20,7.43,few clouds
656,Sandwick,GB,60.0,-1.25,33.8,93,40,9.22,scattered clouds
657,Galesong,ID,-5.3166,119.3661,77.0,100,20,2.3,few clouds
658,Waipawa,NZ,-41.4122,175.5153,57.2,77,56,12.66,broken clouds
659,Mezen,RU,65.8522,44.24,8.96,96,95,6.35,overcast clouds
660,Ugoofaaru,MV,5.6667,73.0,82.87,71,88,10.07,overcast clouds
661,Darhan,MN,49.4867,105.9228,-17.77,77,0,3.96,clear sky
662,Lynchburg,US,37.4138,-79.1423,32.0,86,90,8.05,light rain
663,Pemangkat,ID,1.1667,108.9667,78.17,87,100,9.17,light rain
664,Bingol,TR,38.8847,40.4939,30.58,96,96,0.89,light snow
665,Russell,US,32.3502,-85.1999,61.0,94,90,3.44,heavy intensity rain
666,Portland,US,45.5234,-122.6762,48.0,81,90,18.41,overcast clouds
667,Oakdale,US,44.963,-92.9649,30.2,80,90,5.75,light snow
668,Burewala,PK,30.1667,72.65,62.2,25,36,4.0,scattered clouds
669,Pantai Remis,MY,4.4557,100.6288,80.6,89,40,1.14,scattered clouds
670,Key Largo,US,25.0865,-80.4473,75.0,69,92,15.3,overcast clouds
671,Dzerzhinskoye,RU,56.8344,95.2283,-35.52,80,0,4.03,clear sky
672,Santa Isabel,BR,-23.3156,-46.2214,91.4,45,75,8.05,broken clouds
673,Aloleng,PH,16.1307,119.7824,74.03,72,3,7.52,clear sky
