City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Athabasca,CA,2021-01-27 16:19:40,54.7169,-113.2854,-0.4,85,95,5.75
295,Martaban,MM,2021-01-27 16:19:40,16.5314,97.6111,77.86,52,26,1.7
296,Barra,BR,2021-01-27 16:19:40,-11.0894,-43.1417,89.89,36,84,5.1
297,Manacapuru,BR,2021-01-27 16:19:41,-3.2997,-60.6206,82.4,78,75,2.3
298,Sisimiut,GL,2021-01-27 16:19:41,66.9395,-53.6735,7.63,82,0,9.51
299,Sao Joao Da Barra,BR,2021-01-27 16:19:41,-21.6403,-41.0511,89.6,43,0,20.71
300,Usinsk,RU,2021-01-27 16:19:41,65.9939,57.5281,-7.83,91,100,14.99
301,Kaduna,NG,2021-01-27 16:19:41,10.5222,7.4383,92.91,11,85,7.87
302,Kralendijk,BQ,2021-01-27 16:19:42,12.15,-68.2667,82.4,69,40,21.85
303,Akureyri,IS,2021-01-27 16:19:42,65.6835,-18.0878,19.4,86,90,3.44
304,Teguldet,RU,2021-01-27 16:19:42,57.3064,88.1667,-3.78,90,100,7.43
305,Najran,SA,2021-01-27 16:19:42,17.4924,44.1277,68.0,26,0,9.22
306,Honningsvag,NO,2021-01-27 16:19:42,70.9821,25.9704,24.8,74,40,19.57
307,Grand Island,US,2021-01-27 16:19:43,40.925,-98.342,12.99,85,1,5.75
308,Illapel,CL,2021-01-27 16:19:43,-31.6308,-71.1653,81.48,32,0,9.06
309,Alanya,TR,2021-01-27 16:15:35,36.5438,31.9998,57.2,82,75,4.61
310,Jinxiang,CN,2021-01-27 16:19:43,27.4327,120.6062,50.86,82,96,8.79
311,Beloha,MG,2021-01-27 16:19:43,-25.1667,45.05,79.63,73,7,16.08
312,Porto Novo,BJ,2021-01-27 16:19:44,6.4965,2.6036,86.0,79,24,13.8
313,Yulara,AU,2021-01-27 16:19:44,-25.2406,130.9889,78.8,69,100,10.36
314,Acarau,BR,2021-01-27 16:19:44,-2.8856,-40.12,88.09,55,31,15.17
315,Pala,TD,2021-01-27 16:19:44,9.3642,14.9046,96.85,9,6,7.99
316,Tocopilla,CL,2021-01-27 16:19:44,-22.092,-70.1979,74.79,52,12,4.47
317,College,US,2021-01-27 16:19:45,64.8569,-147.8028,-6.0,76,1,2.33
318,Paita,PE,2021-01-27 16:19:45,-5.0892,-81.1144,84.2,54,0,14.97
319,Carnarvon,AU,2021-01-27 16:19:45,-24.8667,113.6333,75.2,83,0,23.02
320,Am Timan,TD,2021-01-27 16:19:45,11.0297,20.2827,95.74,11,16,5.55
321,Tutoia,BR,2021-01-27 16:19:46,-2.7619,-42.2744,89.6,58,20,16.11
322,Oistins,BB,2021-01-27 16:19:46,13.0667,-59.5333,82.4,61,40,21.85
323,Aksu,CN,2021-01-27 16:19:46,41.1231,80.2644,20.89,82,0,2.01
324,Tromso,NO,2021-01-27 16:19:46,69.6496,18.957,26.6,54,0,6.91
325,Flinders,AU,2021-01-27 16:19:46,-34.5833,150.8552,68.0,87,98,3.0
326,Cacu,BR,2021-01-27 16:19:47,-18.5567,-51.1308,88.84,48,100,8.99
327,Kamenka,RU,2021-01-27 16:19:47,51.3223,42.7678,34.0,95,100,3.0
328,Goya,AR,2021-01-27 16:19:47,-29.14,-59.2626,88.86,45,28,11.12
329,Tiksi,RU,2021-01-27 16:19:47,71.6872,128.8694,-37.73,81,99,0.92
330,Tabou,CI,2021-01-27 16:19:47,4.423,-7.3528,82.58,73,12,7.05
331,Kloulklubed,PW,2021-01-27 16:19:48,7.0419,134.2556,77.0,94,75,3.44
332,Bairiki,KI,2021-01-27 16:19:48,1.3292,172.9752,78.8,89,75,8.05
333,Vila Franca Do Campo,PT,2021-01-27 16:19:48,37.7167,-25.4333,66.0,94,20,16.11
334,Kaduqli,SD,2021-01-27 16:19:05,11.0167,29.7167,90.09,15,33,6.96
335,Karatuzskoye,RU,2021-01-27 16:19:48,53.6072,92.8667,18.59,97,100,5.86
336,San Rafael,AR,2021-01-27 16:19:49,-34.6177,-68.3301,81.25,16,0,8.66
337,Taoudenni,ML,2021-01-27 16:19:49,22.6783,-3.9836,84.87,14,0,15.7
338,Khilok,RU,2021-01-27 16:19:49,51.3674,110.4676,-24.29,82,56,3.71
339,Svetlyy,RU,2021-01-27 16:19:49,54.675,20.1347,35.6,75,75,8.95
340,Winton,US,2021-01-27 16:19:50,37.3894,-120.6133,46.99,100,75,19.57
341,Murray Bridge,AU,2021-01-27 16:15:13,-35.1167,139.2667,61.0,94,85,1.01
342,Saint George,US,2021-01-27 16:16:41,37.1041,-113.5841,37.0,60,90,14.97
343,Palmer,US,2021-01-27 16:17:30,42.1584,-72.3287,34.0,87,95,3.67
344,Roznava,SK,2021-01-27 16:19:50,48.6601,20.5376,30.2,80,75,14.97
345,Rio Grande,BR,2021-01-27 16:19:50,-32.035,-52.0986,75.2,94,75,13.8
346,Santiago Del Estero,AR,2021-01-27 16:19:51,-27.7951,-64.2615,93.0,45,39,7.0
347,Aykhal,RU,2021-01-27 16:19:51,66.0,111.5,-36.04,73,32,2.26
348,Camacha,PT,2021-01-27 16:19:51,33.0833,-16.3333,62.6,94,40,10.36
349,Bartica,GY,2021-01-27 16:19:51,6.4,-58.6167,78.8,83,75,16.11
350,Okhotsk,RU,2021-01-27 16:19:52,59.3833,143.3,-13.4,79,66,10.63
351,San Miguel De Cauri,PE,2021-01-27 16:19:52,-10.1,-76.5833,54.1,66,100,6.55
352,Bosaso,SO,2021-01-27 16:19:52,11.2842,49.1816,74.88,72,4,11.1
353,Malumfashi,NG,2021-01-27 16:19:52,11.7853,7.6218,89.96,11,28,11.14
354,Westport,US,2021-01-27 16:16:47,41.1415,-73.3579,36.0,75,90,6.91
355,Lufilufi,WS,2021-01-27 16:19:53,-13.8745,-171.5986,75.2,94,90,8.05
356,Padang,ID,2021-01-27 16:19:53,-0.9492,100.3543,73.4,94,75,4.61
357,Shache,CN,2021-01-27 16:19:53,38.4167,77.2406,26.56,80,0,5.46
358,Outlook,CA,2021-01-27 16:19:53,51.5001,-107.0513,-5.01,84,39,16.11
359,Yining,CN,2021-01-27 16:19:53,29.0361,114.5636,44.44,89,100,1.9
360,Muroto,JP,2021-01-27 16:19:54,33.2833,134.15,50.95,69,0,17.45
361,Kuytun,RU,2021-01-27 16:19:54,54.3419,101.5036,-12.87,86,100,12.46
362,Lixourion,GR,2021-01-27 16:19:54,38.2019,20.4314,50.0,53,40,24.16
363,Pishin,PK,2021-01-27 16:19:54,30.5803,66.9961,40.87,50,0,5.21
364,Nagua,DO,2021-01-27 16:19:54,19.3832,-69.8474,82.4,69,75,5.75
365,Ponta Delgada,PT,2021-01-27 16:15:39,37.7333,-25.6667,66.0,94,20,16.11
366,Toamasina,MG,2021-01-27 16:19:55,-18.1667,49.3833,80.83,74,70,5.1
367,Hovd,MN,2021-01-27 16:19:55,48.0056,91.6419,2.86,78,100,1.68
368,Nerchinskiy Zavod,RU,2021-01-27 16:19:55,51.3088,119.61,-24.43,84,99,3.78
369,Bria,CF,2021-01-27 16:19:56,6.5423,21.9863,96.1,15,42,3.53
370,Lago Da Pedra,BR,2021-01-27 16:19:56,-4.3333,-45.1667,83.66,82,74,3.6
371,Ugoofaaru,MV,2021-01-27 16:19:56,5.6667,73.0,81.01,68,99,15.08
372,Kayerkan,RU,2021-01-27 16:19:56,69.3497,87.7602,-21.41,81,100,4.18
373,Santa Lucia,ES,2021-01-27 16:19:56,27.9117,-15.5407,73.99,78,0,11.5
374,Korla,CN,2021-01-27 16:19:57,41.7597,86.1469,23.52,80,0,3.74
375,Wagar,SD,2021-01-27 16:19:57,16.1525,36.2032,86.02,28,66,10.4
376,Fortuna,US,2021-01-27 16:19:57,40.5982,-124.1573,44.01,100,75,14.97
377,Smithers,CA,2021-01-27 16:19:57,54.7804,-127.1743,21.2,68,90,10.36
378,Saint-Augustin,CA,2021-01-27 16:19:58,51.226,-58.6502,19.38,92,22,10.4
379,Saint-Pierre,RE,2021-01-27 16:19:58,-21.3393,55.4781,82.4,69,0,10.36
380,Chinsali,ZM,2021-01-27 16:19:58,-10.5414,32.0816,69.85,88,67,4.45
381,Goderich,CA,2021-01-27 16:15:13,43.7501,-81.7165,23.0,80,100,10.36
382,Champua,IN,2021-01-27 16:19:58,22.0833,85.6667,62.96,51,59,3.27
383,Clyde River,CA,2021-01-27 16:19:59,70.4692,-68.5914,-7.6,71,40,4.61
384,Copiapo,CL,2021-01-27 16:19:59,-27.3667,-70.3333,68.0,68,75,16.11
385,Otradnoye,RU,2021-01-27 16:19:59,59.7775,30.8181,33.8,86,75,2.24
386,Champerico,GT,2021-01-27 16:19:59,14.3,-91.9167,86.0,54,20,6.91
387,Leighton Buzzard,GB,2021-01-27 16:20:00,51.9172,-0.658,48.99,100,20,4.61
388,Rio Branco,BR,2021-01-27 16:20:00,-9.9747,-67.81,75.2,100,90,5.75
389,Ixtapa,MX,2021-01-27 16:20:00,20.7,-105.2,75.61,42,95,1.86
390,San Andres,CO,2021-01-27 16:20:00,12.5847,-81.7006,82.4,74,90,13.8
391,Pontian Kecil,MY,2021-01-27 16:20:00,1.4801,103.3899,77.0,94,20,2.3
392,Kangaatsiaq,GL,2021-01-27 16:20:01,68.3065,-53.4641,4.48,93,20,5.97
393,Lashio,MM,2021-01-27 16:20:01,22.9333,97.75,55.17,67,0,1.59
394,Igarka,RU,2021-01-27 16:20:01,67.4667,86.5833,-22.34,85,100,7.38
395,Geraldton,AU,2021-01-27 16:20:02,-28.7667,114.6,66.2,68,0,16.11
396,Payo,ID,2021-01-27 16:20:03,-3.7508,103.6372,73.36,96,100,0.92
397,Olga,RU,2021-01-27 16:20:04,43.7444,135.2892,7.79,85,0,4.5
398,Marsa Matruh,EG,2021-01-27 16:20:04,31.3525,27.2453,60.8,48,40,23.02
399,Whitecourt,CA,2021-01-27 16:20:04,54.1502,-115.6855,-0.4,78,90,2.21
400,Chkalovskoye,RU,2021-01-27 16:20:05,44.8392,133.0436,-3.62,88,8,3.2
401,Ouadda,CF,2021-01-27 16:20:06,8.0777,22.4007,91.38,19,77,4.52
402,Road Town,VG,2021-01-27 16:20:06,18.4167,-64.6167,82.4,57,20,12.66
403,Baruun-Urt,MN,2021-01-27 16:20:07,46.6806,113.2792,-17.03,82,48,9.35
404,Lamu,KE,2021-01-27 16:20:07,-2.2717,40.902,80.6,78,1,9.22
405,Puerto Del Rosario,ES,2021-01-27 16:20:08,28.5004,-13.8627,68.0,83,20,9.22
406,Rovira,CO,2021-01-27 16:20:08,4.2392,-75.24,79.27,60,64,5.28
407,Fayaoue,NC,2021-01-27 16:20:08,-20.65,166.5333,80.02,80,87,22.88
408,Taybad,IR,2021-01-27 16:20:09,34.74,60.7756,42.48,57,0,0.92
409,Naze,JP,2021-01-27 16:20:09,28.3667,129.4833,57.33,75,42,9.6
410,Sharqpur,PK,2021-01-27 16:20:09,31.4633,74.1,57.2,62,0,2.01
411,Itarema,BR,2021-01-27 16:20:09,-2.9248,-39.9167,88.66,55,13,15.57
412,Sterling,US,2021-01-27 16:15:51,39.0062,-77.4286,41.0,60,75,12.66
413,Mehran,IR,2021-01-27 16:20:10,33.1222,46.1646,46.4,49,0,2.3
414,Saint-Francois,FR,2021-01-27 16:20:10,46.4154,3.9054,46.99,93,90,8.05
415,Oktyabrskiy,RU,2021-01-27 16:20:10,54.4815,53.471,21.63,96,100,12.97
416,Zhaotong,CN,2021-01-27 16:20:10,27.3167,103.7167,33.26,90,96,6.55
417,Mersing,MY,2021-01-27 16:20:11,2.4312,103.8405,78.8,89,100,11.5
418,Mahebourg,MU,2021-01-27 16:20:11,-20.4081,57.7,80.6,74,20,5.75
419,Trairi,BR,2021-01-27 16:20:11,-3.2778,-39.2689,88.63,52,8,14.34
420,Kuryk,KZ,2021-01-27 16:20:11,43.2,51.65,37.13,76,0,25.52
421,Chern,RU,2021-01-27 16:20:12,53.4523,36.9145,26.46,98,100,1.95
422,Pustoshka,RU,2021-01-27 16:20:12,56.3355,29.369,31.93,99,97,2.3
423,Konskie,PL,2021-01-27 16:20:12,51.1917,20.4061,33.01,10,100,9.55
424,Grand Gaube,MU,2021-01-27 16:20:12,-20.0064,57.6608,79.0,76,13,3.0
425,Timra,SE,2021-01-27 16:20:12,62.487,17.3257,19.4,79,90,11.5
426,Dongsheng,CN,2021-01-27 16:20:13,39.8161,109.9776,8.74,60,0,23.13
427,Coihaique,CL,2021-01-27 16:20:13,-45.5752,-72.0662,55.4,58,75,8.05
428,Netrakona,BD,2021-01-27 16:20:13,24.8833,90.7167,64.13,56,0,7.11
429,Mbini,GQ,2021-01-27 16:20:13,1.574,9.6134,86.0,79,20,8.05
430,Pierre,US,2021-01-27 16:18:23,44.3683,-100.351,15.8,73,20,12.66
431,Moree,AU,2021-01-27 16:20:14,-29.4667,149.85,80.6,57,40,13.8
432,Santa Isabel Do Rio Negro,BR,2021-01-27 16:20:14,-0.4139,-65.0192,88.11,52,99,5.5
433,Fort Pierce,US,2021-01-27 16:16:34,27.4467,-80.3256,80.6,57,75,9.22
434,Boa Vista,BR,2021-01-27 16:20:14,2.8197,-60.6733,87.8,48,75,10.36
435,Inhambane,MZ,2021-01-27 16:20:15,-23.865,35.3833,86.0,74,20,11.5
436,Rio Gallegos,AR,2021-01-27 16:20:15,-51.6226,-69.2181,55.4,33,75,24.16
437,Khor,RU,2021-01-27 16:20:15,47.8861,134.9464,-8.27,90,82,8.34
438,Tres Arroyos,AR,2021-01-27 16:20:16,-38.3739,-60.2798,77.97,30,43,9.19
439,Yeppoon,AU,2021-01-27 16:20:16,-23.1333,150.7333,77.0,83,75,6.91
440,Torquay,GB,2021-01-27 16:20:16,50.4638,-3.5143,51.01,100,100,1.01
441,Ikom,NG,2021-01-27 16:20:16,5.9667,8.7063,98.94,24,80,3.49
442,Macusani,PE,2021-01-27 16:20:16,-14.0833,-70.4333,51.82,47,29,1.66
443,Morros,BR,2021-01-27 16:20:17,-9.4467,-46.3003,89.28,44,99,4.9
444,Sharjah,AE,2021-01-27 16:19:52,25.3573,55.4033,71.6,73,0,4.61
445,Chipata,ZM,2021-01-27 16:20:17,-13.6333,32.65,71.69,88,80,1.92
446,Aktau,KZ,2021-01-27 16:20:17,43.65,51.2,33.8,51,0,20.13
447,Chuy,UY,2021-01-27 16:20:18,-33.6971,-53.4616,81.43,58,100,2.21
448,Hakodate,JP,2021-01-27 16:20:18,41.7758,140.7367,26.19,91,64,12.03
449,Balabac,PH,2021-01-27 16:20:18,7.9868,117.0645,79.74,79,67,4.21
450,Launceston,AU,2021-01-27 16:20:18,-41.45,147.1667,53.01,76,87,12.66
451,Luderitz,NA,2021-01-27 16:20:18,-26.6481,15.1594,75.63,45,0,33.4
452,Rumonge,BI,2021-01-27 16:20:19,-3.9736,29.4386,76.35,72,27,1.95
453,Verkhniy Fiagdon,RU,2021-01-27 16:19:10,42.8333,44.3053,30.2,93,98,4.47
454,Kulu,TR,2021-01-27 16:20:19,39.0951,33.0799,40.69,84,100,27.45
455,Nuuk,GL,2021-01-27 16:20:19,64.1835,-51.7216,19.4,53,1,16.11
456,Laguna,US,2021-01-27 16:16:28,38.421,-121.4238,46.0,81,90,17.27
457,Namibe,AO,2021-01-27 16:20:20,-15.1961,12.1522,86.0,48,75,17.27
458,Turochak,RU,2021-01-27 16:20:20,52.2576,87.1224,22.89,97,100,3.53
459,Zhanaozen,KZ,2021-01-27 16:20:20,43.3,52.8,30.11,88,0,21.16
460,Pangnirtung,CA,2021-01-27 16:20:20,66.1451,-65.7125,-2.2,71,1,1.5
461,Xuzhou,CN,2021-01-27 16:20:20,34.1805,117.1571,42.98,64,100,8.5
462,Buala,SB,2021-01-27 16:20:21,-8.145,159.5921,80.74,81,86,10.38
463,Linxia,CN,2021-01-27 16:20:21,35.6003,103.2064,21.63,84,0,1.19
464,San Francisco,US,2021-01-27 16:20:18,37.7749,-122.4194,53.6,76,75,11.5
465,Slupsk,PL,2021-01-27 16:20:21,54.4641,17.0287,32.16,97,54,7.16
466,Port Blair,IN,2021-01-27 16:20:21,11.6667,92.75,79.72,80,91,12.01
467,Etaples,FR,2021-01-27 16:20:22,50.5219,1.6332,48.2,93,90,4.61
468,Turukhansk,RU,2021-01-27 16:20:22,65.8167,87.9833,-26.84,84,100,8.77
469,Los Llanos De Aridane,ES,2021-01-27 16:20:22,28.6585,-17.9182,69.8,73,75,8.05
470,Starobaltachevo,RU,2021-01-27 16:20:22,56.0013,55.9213,20.98,96,100,14.14
471,Leningradskiy,RU,2021-01-27 16:20:22,69.3833,178.4167,-20.58,86,100,3.98
472,Lompoc,US,2021-01-27 16:20:23,34.6391,-120.4579,50.0,87,90,13.8
473,Gamba,GA,2021-01-27 16:20:23,-2.65,10.0,78.4,85,98,4.61
474,Ahmadnagar,IN,2021-01-27 16:20:23,19.0833,74.7333,74.16,32,0,2.46
475,San Cristobal,VE,2021-01-27 16:19:02,7.7669,-72.225,84.2,58,40,2.3
476,Wahiawa,US,2021-01-27 16:20:23,21.5028,-158.0236,75.2,73,20,5.75
477,Vitim,RU,2021-01-27 16:20:24,59.4511,112.5578,-38.79,78,27,1.05
478,Atbasar,KZ,2021-01-27 16:20:24,51.8,68.3333,16.38,97,88,10.04
479,Carora,VE,2021-01-27 16:20:24,10.1755,-70.0827,87.13,39,95,14.34
480,Kilindoni,TZ,2021-01-27 16:20:24,-7.9139,39.6668,82.04,76,0,13.71
481,Spring Valley,US,2021-01-27 16:16:08,36.108,-115.245,39.99,75,90,5.75
482,Todos Santos,MX,2021-01-27 16:20:25,23.45,-110.2167,64.0,49,100,3.0
483,Rawson,AR,2021-01-27 16:20:25,-43.3002,-65.1023,69.82,31,100,15.75
484,Lucapa,AO,2021-01-27 16:20:25,-8.4192,20.7447,75.33,82,21,4.76
485,Batemans Bay,AU,2021-01-27 16:20:25,-35.7167,150.1833,64.99,83,100,1.01
486,Kawalu,ID,2021-01-27 16:20:25,-7.3817,108.2082,72.36,87,100,2.1
487,Bjerkvik,NO,2021-01-27 16:20:26,68.5597,17.5189,24.01,73,0,2.3
488,Vila Do Maio,CV,2021-01-27 16:20:26,15.1333,-23.2167,84.2,37,0,18.41
489,Espinosa,BR,2021-01-27 16:20:26,-14.9261,-42.8192,88.23,32,88,7.85
490,Kathu,TH,2021-01-27 16:20:27,7.9178,98.3332,86.0,100,40,2.3
491,Mwanza,TZ,2021-01-27 16:20:27,-2.5167,32.9,80.6,54,20,6.91
492,Fairmont,US,2021-01-27 16:20:27,39.4851,-80.1426,33.01,75,46,0.63
493,Alofi,NU,2021-01-27 16:20:27,-19.0595,-169.9187,75.2,94,100,6.91
494,Komsomolskiy,UZ,2021-01-27 16:20:27,40.4272,71.7189,33.8,60,0,6.91
495,Havre-Saint-Pierre,CA,2021-01-27 16:20:28,50.2334,-63.5986,23.0,54,1,6.91
496,Port Hardy,CA,2021-01-27 16:20:28,50.6996,-127.4199,39.2,87,90,2.3
497,Bardiyah,LY,2021-01-27 16:20:28,31.7561,25.0865,55.08,54,26,20.74
498,Beian,NO,2021-01-27 16:20:28,63.6559,9.5683,32.0,74,75,14.97
499,Kristinehamn,SE,2021-01-27 16:20:29,59.3098,14.1081,24.8,100,75,2.3
500,Deniliquin,AU,2021-01-27 16:20:29,-35.5333,144.9667,73.0,54,79,1.01
501,Kisiwani,TZ,2021-01-27 16:20:29,-4.1333,37.95,87.8,29,20,6.85
502,Sola,VU,2021-01-27 16:20:29,-13.8833,167.55,82.2,82,100,19.37
503,West Bay,KY,2021-01-27 16:20:29,19.3667,-81.4167,84.2,65,40,17.27
504,Hervey Bay,AU,2021-01-27 16:20:30,-25.2986,152.8535,75.0,84,37,3.0
505,Rongcheng,CN,2021-01-27 16:20:30,30.634,117.8517,46.06,87,100,2.15
506,Mana,GF,2021-01-27 16:20:30,5.6592,-53.7767,81.03,71,67,12.17
507,Melito Di Porto Salvo,IT,2021-01-27 16:20:30,37.9222,15.7714,51.8,43,20,10.36
508,Sheridan,US,2021-01-27 16:20:30,44.8333,-106.9173,26.01,79,1,2.21
509,Baker City,US,2021-01-27 16:19:38,44.7749,-117.8344,33.8,69,90,10.36
510,Ziro,IN,2021-01-27 16:20:31,27.6333,93.8333,59.0,94,20,2.3
511,Pilar,BR,2021-01-27 16:20:31,-9.5972,-35.9567,77.0,88,75,6.91
512,Shubarshi,KZ,2021-01-27 16:20:31,48.5872,57.1869,13.59,94,1,11.81
513,General Roca,AR,2021-01-27 16:20:32,-39.0333,-67.5833,69.8,30,0,4.61
514,Gryfino,PL,2021-01-27 16:17:12,53.2524,14.4883,34.0,82,100,1.99
515,Nakusp,CA,2021-01-27 16:20:32,50.2499,-117.8023,23.0,93,100,1.14
516,Sainte-Martine,CA,2021-01-27 16:20:32,45.2501,-73.7992,26.6,86,100,5.75
517,Valdivia,CL,2021-01-27 16:20:32,-39.8142,-73.2459,62.6,67,90,4.61
518,Hamilton,US,2021-01-27 16:20:33,39.1834,-84.5333,33.01,80,90,9.22
519,Jalu,LY,2021-01-27 16:20:33,29.0331,21.5482,58.01,41,1,10.36
520,Manono,CD,2021-01-27 16:20:33,-7.3,27.4167,80.26,75,48,1.34
521,Augusto Correa,BR,2021-01-27 16:20:34,-1.0217,-46.635,87.96,58,21,6.76
522,Sinegorye,RU,2021-01-27 16:20:34,62.0788,150.477,-29.85,80,100,2.39
523,La Peca,PE,2021-01-27 16:17:10,-5.6111,-78.435,66.87,89,100,0.98
524,Lasa,IT,2021-01-27 16:20:34,46.6166,10.7002,33.8,55,40,3.24
525,Manjeshwar,IN,2021-01-27 16:20:35,12.7194,74.8861,78.8,69,20,3.44
526,Awjilah,LY,2021-01-27 16:20:35,29.1081,21.2869,58.05,43,2,11.41
527,Ternate,ID,2021-01-27 16:20:35,0.8,127.4,80.33,77,100,5.26
528,Acajutla,SV,2021-01-27 16:20:19,13.5928,-89.8275,78.8,73,0,6.87
529,Maputo,MZ,2021-01-27 16:20:35,-25.9653,32.5892,86.0,74,20,14.97
530,Hami,CN,2021-01-27 16:18:31,42.8,93.45,21.63,79,50,3.83
531,Puerto Baquerizo Moreno,EC,2021-01-27 16:20:36,-0.9,-89.6,80.6,83,75,6.91
532,Verkhnyaya Inta,RU,2021-01-27 16:20:36,65.9811,60.3094,-1.77,91,100,12.03
533,Maragogi,BR,2021-01-27 16:20:37,-9.0122,-35.2225,81.9,72,94,11.23
534,Tvoroyri,FO,2021-01-27 16:20:37,61.5556,-6.8111,32.0,80,1,10.36
535,Kaka,TM,2021-01-27 16:20:37,37.3482,59.6143,42.04,60,0,5.06
536,Lishu,CN,2021-01-27 16:20:37,43.3047,124.3278,11.91,96,100,6.49
537,Pochutla,MX,2021-01-27 16:20:37,15.7432,-96.4661,89.01,45,64,4.0
538,Acapulco,MX,2021-01-27 16:20:38,16.8634,-99.8901,82.24,55,0,4.29
539,Waipawa,NZ,2021-01-27 16:20:38,-41.4122,175.5153,63.0,82,75,27.63
540,Subiaco,IT,2021-01-27 16:20:38,41.9254,13.0941,45.0,61,93,1.41
541,Caravelas,BR,2021-01-27 16:20:38,-17.7125,-39.2481,85.57,51,100,10.22
542,Paamiut,GL,2021-01-27 16:20:38,61.994,-49.6678,20.88,81,4,9.01
543,Tautira,PF,2021-01-27 16:20:39,-17.7333,-149.15,75.2,83,40,1.14
544,Tessalit,ML,2021-01-27 16:20:39,20.1986,1.0114,86.77,11,0,10.78
545,Nanortalik,GL,2021-01-27 16:20:39,60.1432,-45.2371,24.53,90,100,4.14
546,Tezu,IN,2021-01-27 16:20:39,27.9167,96.1667,60.84,31,0,4.63
547,Dicabisagan,PH,2021-01-27 16:20:40,17.0818,122.4157,72.82,81,91,7.61
548,Baykit,RU,2021-01-27 16:20:40,61.67,96.37,-30.39,79,100,5.53
549,Tome,CL,2021-01-27 16:20:40,-36.6167,-72.95,68.0,52,0,18.41
550,Te Anau,NZ,2021-01-27 16:20:40,-45.4167,167.7167,48.29,79,91,7.78
551,Sikonge,TZ,2021-01-27 16:20:41,-5.6333,32.7667,84.2,48,40,11.5
552,Wasilla,US,2021-01-27 16:20:41,61.5814,-149.4394,3.2,84,1,3.44
553,Ola,RU,2021-01-27 16:20:41,59.5833,151.2833,-14.12,82,0,9.1
